text,disease,section
u could also offer to help by going with the person to see their gp. your gp or a healthcare professional can give you advice on how to help someone. this includes giving you information on: read more about how you can support someone with an eating disorder find information and services that can offer advice and support about eating disorders source: scottish government last updated: 07 may 2026 binge eating disorder (bsl) | binge eating disorder (audio) | binge eating disorder (easy read),Binge eating disorder (BED),
"bipolar disorder is a condition that affects your mood. you’re likely to have periods where your mood switches between: symptoms of bipolar disorder depend on which mood you’re experiencing. during a period of depression, you might feel: you may also feel like you: high moods in bipolar disorder can be severe (called mania) or mild (called hypomania). the manic period of bipolar disorder may make you feel: it may also make you: the pattern of mood swings in bipolar disorder varies widely between people. for example, some people have a few bipolar episodes in their lifetime and are stable in between. others have many episodes. you may have episodes of depression more often than episodes of mania, or the other way around.",Bipolar disorder,
"and are stable in between. others have many episodes. you may have episodes of depression more often than episodes of mania, or the other way around. some people may also experience: support is available if you or someone you know is having a mental health crisis or emergency, no matter what you’re going through. get urgent mental health support if you’re worried about someone else, encourage them to speak to their gp or phone 111 yourself for advice. bipolar disorder is common and anyone can develop it. you should speak to your gp practice if you’re worried you could have symptoms of bipolar disorder. they may refer you to a psychiatrist (a qualified mental health specialist). if you have an appointment with a psychiatrist, you can take someone you trust with you. the psychiatrist will ask about: they’ll also ask if you’ve had thoughts about harming yourself.",Bipolar disorder,
"ychiatrist, you can take someone you trust with you. the psychiatrist will ask about: they’ll also ask if you’ve had thoughts about harming yourself. this will help the psychiatrist decide what treatments are best for you. most people have a combination of treatments to manage bipolar disorder. this can include: treatment aims to reduce the severity and number of bipolar episodes you have. it’s not known exactly what causes bipolar disorder. many factors may work together to make you more vulnerable to it. this includes: speak to your healthcare team if you have bipolar disorder and are trying to get pregnant. they’ll help you stay well before, during and after the pregnancy. tommy’s have further information on bipolar disorder and: some people with bipolar disorder can talk to family and friends.",Bipolar disorder,
"have further information on bipolar disorder and: some people with bipolar disorder can talk to family and friends. other people find it easier to turn to charities and support groups. many organisations have support groups. they can put you in touch with other people with the condition. this’ll help you share ideas and may let you see that you’re not alone. some organisations also provide online support in forums and blogs. looking after your overall health can help you get more control over your recovery from bipolar disorder. living with or caring for someone with bipolar disorder can be challenging. the person’s behaviour may change and relationships can feel the strain. you may find it helpful to talk to a support group. you can also contact a counsellor for specialist support, if needed.",Bipolar disorder,
"onships can feel the strain. you may find it helpful to talk to a support group. you can also contact a counsellor for specialist support, if needed. get further information and support from: source: nhs 24 last updated: 17 february 2025",Bipolar disorder,
"the bladder is a hollow and muscular organ that collects and stores pee (urine). in the uk, over 10,000 people are diagnosed with bladder cancer each year. the actual number is likely to be higher than this because of the way this information is collected. bladder cancer is often described using the following terms. these explain whether the cancer is only in the bladder lining or has spread through the wall of the bladder. this means cancer cells are in the inner lining or the connective tissue that surrounds the inner lining of the bladder. they haven’t spread into the muscle layer. non-muscle-invasive bladder cancer can be mushroom shaped, which is called a papillary tumour or ta. it can also be flat and red, which is called carcinoma in situ (cis). some people may have both a papillary tumour and cis. if cancer cells are in the connective tissue this is called t1.",Bladder cancer,
"called carcinoma in situ (cis). some people may have both a papillary tumour and cis. if cancer cells are in the connective tissue this is called t1. muscle-invasive bladder cancer (mibc) means the cancer is in the muscle layer of the bladder or has spread through the muscle into the fat layer. it hasn’t spread outside the bladder. locally advanced bladder cancer means the cancer has spread outside the bladder into: it may also be in lymph nodes in the pelvis, near the bladder. advanced bladder cancer means the cancer has spread to other parts of the body. there are different types of bladder cancer. these are named after the cell they started in. the most common type is called urothelial cancer. it’s also called urothelial carcinoma or transitional cell carcinoma (tcc). it starts in cells called urothelial or transitional cells in the bladder lining.",Bladder cancer,
o called urothelial carcinoma or transitional cell carcinoma (tcc). it starts in cells called urothelial or transitional cells in the bladder lining. less common types of bladder cancer include: these start from different types of cells in the bladder lining. they’re usually muscle-invasive bladder cancers. source: macmillan cancer support last updated: 12 february 2026,Bladder cancer,
"always trust your instincts and phone 999 if you think there’s an emergency. your child: you or your child: phone 111 if your gp practice is closed. trust your instincts and phone 111 if your child’s symptoms are getting worse or they are sicker than you’d expect (even if their temperature falls). sepsis is a serious complication of an infection. without quick treatment, sepsis can lead to multiple organ failure and death. the immune system usually keeps an infection limited to one place. this is called a localised infection. to do this, the body produces white blood cells. white blood cells travel to an infection site to destroy the germs causing the infection. this triggers tissue swelling, known as inflammation. this helps to fight the infection and prevent it from spreading.",Sepsis,
"e germs causing the infection. this triggers tissue swelling, known as inflammation. this helps to fight the infection and prevent it from spreading. however, an infection can spread to other parts of the body if the immune system is weak or an infection is severe. widespread inflammation can damage tissue and interfere with blood flow. when blood flow is interrupted, blood pressure can drop dangerously low. this stops oxygen from reaching the organs and tissues. sepsis can be triggered by an infection in any part of the body. the most common sites of infection that lead to sepsis are the: however, sometimes the specific infection and source of sepsis can’t be identified. sepsis is often diagnosed by testing your: other tests can help determine the type of infection, where it’s located and which parts of the body have been affected.",Sepsis,
"n diagnosed by testing your: other tests can help determine the type of infection, where it’s located and which parts of the body have been affected. these include: anyone can develop sepsis after an injury or minor infection. however, some people are more vulnerable, including people who: some people make a full recovery from sepsis fairly quickly. the amount of time it takes to fully recover from sepsis varies depending on: some people with sepsis will experience long-term physical and psychological problems. this is known as post-sepsis syndrome. symptoms of post-sepsis syndrome include: source: nhs 24 last updated: 16 july 2026",Sepsis,
"primary bone cancer is a cancer that starts in a bone. it’s sometimes called a bone sarcoma. this is different from secondary bone cancer. secondary bone cancer is cancer that has spread to the bone, from a cancer elsewhere in the body. this is also called bone metastasis. your doctor will tell you whether the bone cancer you have is primary or secondary. macmillan cancer support have separate information about secondary bone cancer. primary bone cancer is rare. about 550 people are diagnosed with it in the uk each year. it can affect people of any age. it’s slightly more common in men than women. certain types of bone sarcoma can develop in children and teenagers. the children’s cancer and leukaemia group (cclg) has more information about children’s cancers. sometimes it’s hard to tell whether a sarcoma has started in bone or soft tissue. for example, a type of bone sarcoma called ewing sarcoma can start in either the bone or the soft tissue.",Bone cancer,
"sarcoma has started in bone or soft tissue. for example, a type of bone sarcoma called ewing sarcoma can start in either the bone or the soft tissue. ewing sarcoma is most common in teenagers. there are different types of bone cancer. your doctor or specialist nurse can tell you more about which type you have. the most common types are: macmillan cancer support have more information about different types of bone cancer. a tumour in a bone can cause symptoms which include bone pain or swelling in the affected area that doesn’t go away. pain and swelling can be caused by other conditions, but it’s important to speak to your doctor if you’re concerned. bone cancer is sometimes found when a bone breaks after a minor fall or accident. this is because it has been weakened by the cancer. macmillan cancer support have more information about the possible signs and symptoms of bone cancer.",Bone cancer,
"s is because it has been weakened by the cancer. macmillan cancer support have more information about the possible signs and symptoms of bone cancer. if you’re worried about any symptoms you have, talk to your gp. the exact causes of primary bone cancer aren’t known. many bone cancers affect teenagers and young adults. this might mean that bone cancer is related to changes that happen in growing bones. but for most people with bone cancer, it’s not clear why it has developed. certain things can affect the chances of developing a bone sarcoma. these are called risk factors. having a risk factor doesn’t mean you’ll get sarcoma and people without risk factors can still develop it. macmillan cancer support have more information about the causes of bone sarcoma. you may have some of the following tests to diagnose bone cancer. you may have an x-ray of the affected bone.",Bone cancer,
"you may have some of the following tests to diagnose bone cancer. you may have an x-ray of the affected bone. this can give information about whether a cancer: it may also sometimes help the doctor find out which type of bone cancer it is. an mri scan uses magnetism to build up a detailed picture of areas of your body. a bone biopsy is when a doctor takes a sample of cells from the bone tissue. it’s looked at by a specialist doctor called a pathologist with experience in bone tumours. they’ll check the sample for cancer under a microscope. if the tests show that you have bone cancer, the cancer doctor may do further tests. this is to find out if the cancer has spread outside the bone. macmillan cancer support have further information about diagnosing bone cancer. waiting for test results can be a difficult time. macmillan cancer support have more information that can help.",Bone cancer,
rmation about diagnosing bone cancer. waiting for test results can be a difficult time. macmillan cancer support have more information that can help. the results of your tests give your cancer doctor information about: the grading and staging of primary bone cancer is complex. your cancer doctor or specialist nurse will talk to you about this and explain how it may help plan your treatment. macmillan cancer support have more information about staging and grading bone cancer. as primary bone cancer is rare. treatment is usually planned and given in a specialist sarcoma treatment centre. there are only a small number of sarcoma treatment centres in the uk. a team of specialists will meet to discuss the best possible treatment for you. this is called a multidisciplinary team (mdt). your cancer doctor or specialist nurse will explain the different treatments options and their side effects.,Bone cancer,
"s called a multidisciplinary team (mdt). your cancer doctor or specialist nurse will explain the different treatments options and their side effects. they’ll also talk to you about things to consider when making treatment decisions. the following treatments may be used to treat bone sarcoma. most people need a combination of these treatments. surgery is usually the main treatment for most types of bone cancer. some people might have reconstructive surgery at the same time as the operation. if you have a bone sarcoma in an arm or leg, it’s usually possible to remove the sarcoma with limb-sparing surgery. very rarely, the best treatment is to remove the whole of the affected limb (amputation). chemotherapy uses anti-cancer (cytotoxic) drugs to destroy cancer cells. most people with primary bone cancer will have chemotherapy as part of their treatment. this will depend on the type of bone cancer you have.",Bone cancer,
"cells. most people with primary bone cancer will have chemotherapy as part of their treatment. this will depend on the type of bone cancer you have. radiotherapy uses high-energy rays to destroy cancer cells. it’s mainly used to treat ewing sarcoma and may be given with chemotherapy. other types of primary bone cancer are less sensitive to radiation. however, if surgery isn’t possible, radiotherapy may sometimes be used instead. targeted therapy uses drugs to find and attack cancer cells. it’s not often used to treat primary bone cancer. a drug called mifamurtide may be used to treat some people with osteosarcoma. some people with rarer types of primary bone cancer may be treated with other targeted therapies as part of a clinical trial. many people recover well after treatment for primary bone cancer. some people take longer and need extra help.",Bone cancer,
"al. many people recover well after treatment for primary bone cancer. some people take longer and need extra help. before you go home, the hospital staff will talk to you about your recovery. if you’re worried about going home, talk to the hospital staff before you leave. they can arrange any help and support you might need at home. after your treatment finishes, you’ll have regular check-ups with your cancer doctor or specialist nurse. they’ll tell you how often and for how long you’ll need to have these. it’ll depend on the type of treatment you had and the risk of the cancer coming back. you may have regular tests to check for any signs of the cancer coming back, including chest x-rays. you may also have regular blood tests. some people may have mri scans. if you’ve had chemotherapy, you may have regular scans to check your heart for a few years.",Bone cancer,
"have regular blood tests. some people may have mri scans. if you’ve had chemotherapy, you may have regular scans to check your heart for a few years. if you notice any new symptoms, or have any problems between appointments, contact your cancer doctor or specialist nurse for advice. many people find they get nervous before their appointments. you may worry about the cancer coming back. this is natural. it can help to get support from family, friends or your specialist nurse. or you can speak to our cancer support specialists. macmillan cancer support have more information about follow-up care after treatment. late effects are side effects that don’t improve, or that develop years after treatment has finished. your doctor or nurse will explain any likely late effects of your treatment. always tell them if you have any new symptoms, or if side effects aren’t improving.",Bone cancer,
"or nurse will explain any likely late effects of your treatment. always tell them if you have any new symptoms, or if side effects aren’t improving. sometimes you may have swelling of a limb or of another area of the body near to where you have had treatment. this might be due to a side effect of treatment, called lymphoedema. lymphoedema sometimes happens after surgery or radiotherapy to the lymph nodes. it might develop months or years after treatment. there are things you can do to help reduce the risk of lymphoedema. if treatment has changed your appearance, it can affect how you think and feel about your body. this is called your body image. you may have scars from surgery, or surgery to a limb may have caused changes in how you move. if you’ve had an arm or leg removed, the change to your body may be difficult to accept and adapt to. talk to your nurse if you are finding it difficult to cope with body changes.",Bone cancer,
"moved, the change to your body may be difficult to accept and adapt to. talk to your nurse if you are finding it difficult to cope with body changes. cancer and its treatments may affect your sex life and how you feel about yourself sexually. this often gradually improves after treatment. if you’re worried talk to your doctor or nurse. macmillan cancer support have more advice about cancer and sex. even if you already have a healthy lifestyle, you may choose to make some positive lifestyle changes during and after treatment. eating well and keeping active can improve your health and well-being. it can also help your body recover. after finishing treatment, you may still be coping with difficult feelings. talking to your family and friends or health professionals about how you feel can help to support your wellbeing. organisations like sarcoma uk and the bone cancer research trust can provide information and support.",Bone cancer,
"ow you feel can help to support your wellbeing. organisations like sarcoma uk and the bone cancer research trust can provide information and support. cancer52 works to improve the quality of life for people with rare cancers. macmillan cancer support also has further information to support you. you can: for many people with early-stage bone cancer that hasn’t started to spread, it’ll never come back after treatment. if the cancer comes back in the lungs or in a bone, it’s sometimes possible to have an operation to remove it. chemotherapy may be given before and after the operation. if it isn’t possible to cure the cancer, treatments like chemotherapy and radiotherapy may be given. the aim is to control the cancer for as long as possible and to help relieve symptoms. source: macmillan cancer support last updated: 17 february 2026",Bone cancer,
"children sometimes sit on their bottoms and move themselves around using their legs instead of crawling. this is known as bottom shuffling. they may use different ways to do this. some: bottom-shuffling is often seen in children who have not spent time playing on their tummy. most children who bottom shuffle will start walking later (typically anything from 18 to 24 months). they will often lift their legs up when you attempt to support them in standing. it’s normal for some children to bottom shuffle instead of crawl. all children develop differently. most children will crawl. the rate at which a child develops is affected by many factors including: children who bottom shuffle usually have not tolerated being placed on their tummy. as a result, they do not develop the strength in their arms, neck and back muscles.",Bottom shuffling in young children,
"m shuffle usually have not tolerated being placed on their tummy. as a result, they do not develop the strength in their arms, neck and back muscles. this means they struggle to push themselves up, move around on their tummy or crawl. they often prefer to lie on their back or to be supported in a sitting position. once children are able to sit independently, they are able to experience more of the world around them. children who bottom shuffle can move very quickly and their hands are free to play with toys. this means they often have little motivation to pull up to stand on their feet or use their arms to crawl. encourage tummy time so they can learn how to take weight through their arms and shoulders. this will help develop strength and stability in their upper body.",Bottom shuffling in young children,
"tummy time so they can learn how to take weight through their arms and shoulders. this will help develop strength and stability in their upper body. if they do not tolerate lying flat on the floor, here are some activities you can try: once children are better with taking weight through their upper body, there are activities that will help them improve strength and stability in their hips and legs: baby walkers or baby bouncers do not help children to develop their ability to stand or walk and have been the cause of many serious accidents. source: nhs 24 cyp msk clinical advisory group last updated: 06 august 2026",Bottom shuffling in young children,
"the bowel is part of the digestive system and is divided into the small bowel and large bowel. the large bowel is made up of the colon, rectum and anus. the term bowel cancer is normally used to talk about: cancer that starts in the colon or rectum is also sometimes called colorectal cancer. the information on bowel cancer is also for anyone with either colon cancer or rectal cancer. clinical oncologist katherine aitken explains bowel cancer in this video. she gives an overview of bowel cancer symptoms, diagnosis and treatment. in the uk, about 44,100 people get cancer in the colon or rectum each year. bowel cancer is more common in older people. but, the number of younger people 50 and under diagnosed with it is increasing. cancer can also start in the anus or in the small bowel: if you’re not sure which type you have, ask your gp, cancer doctor or specialist nurse for more information. source: macmillan cancer support last updated: 30 april 2026",Bowel cancer,
"bowel incontinence is when you poo by accident. it’s also sometimes known as faecal incontinence. some people experience bowel incontinence every day. for others it only happens from time to time. bowel incontinence can be upsetting and hard to cope with but if this happens to you, you’re not alone. although it’s common, it shouldn’t be thought of as normal and it’s important that you get the help you need. there are things you can do to improve your incontinence symptoms, like: read more on lifestyle advice for managing constipation or further information about managing diarrhoea. there are 2 types of bowel incontinence: you may experience both types of bowel incontinence. bowel incontinence is more common in women than men. certain things can increase the chances of bowel incontinence developing.",Bowel incontinence,
"of bowel incontinence. bowel incontinence is more common in women than men. certain things can increase the chances of bowel incontinence developing. this includes: bowel incontinence can be a symptom of: it’s important to discuss any bowel problems with your gp as there’s a small chance they could be a sign of a more serious condition, like bowel cancer. speak to your gp if you have symptoms which are bothering you or impacting your day-to-day life. your gp will try to understand what could be causing your symptoms. they’ll ask: you may find this embarrassing, but it’s important to answer as honestly and fully as you can. this will make sure you receive the most suitable treatment. depending on your symptoms your gp may refer you to a specialist. let the doctor know about: your appointment may involve a physical examination. as this is an intimate examination, the doctor may have another person (a chaperone) present.",Bowel incontinence,
"t: your appointment may involve a physical examination. as this is an intimate examination, the doctor may have another person (a chaperone) present. women can ask for a female doctor if they prefer. if there isn’t a female doctor available, you can ask if there’s another female health professional who can carry out the examination. the doctor will look at your anus (where the poo comes out) and may put a gloved finger into your anus. you may be asked to squeeze around their finger so they can see how well the muscles in your anus are working. in some cases, your doctor may find that you have haemorrhoids or a prolapse (where part of your lower bowel is pushing through your anus). it’s not life threatening and can be treated. if you’re eligible and haven’t had a recent bowel screening test, your gp may suggest this first.",Bowel incontinence,
"fe threatening and can be treated. if you’re eligible and haven’t had a recent bowel screening test, your gp may suggest this first. you may also be referred to a specialist who’ll explain if you need any further tests, like: in many cases, with the right treatment, a person can maintain normal bowel function throughout their life. most people find that their symptoms significantly improve by: treatment will often depend on what is causing your incontinence and how severe your symptoms are. other possible options include: only a small percentage of people need surgery. read more on lifestyle advice for managing constipation or further information about managing diarrhoea. there are many non-surgical treatments used to treat bowel incontinence. bowel retraining is a type of treatment for people whose bowel incontinence is a result of nerve damage. it can also be for those who get constipation regularly.",Bowel incontinence,
"ning is a type of treatment for people whose bowel incontinence is a result of nerve damage. it can also be for those who get constipation regularly. bowel retraining is sometimes also known as biofeedback. you may be referred to a specialist or physio for this treatment. dietary supplements like ispaghula husk (usually known by the brand name fybogel) or psyllium husk which are taken daily to help make sure you have regular, firm poos. they usually come as plain or fruit-flavoured granules that you mix with water to make a high-fibre drink. medication like loperamide can be used to manage diarrhoea or runny poo. it makes your poo less watery and reduces the number of times you need to go to the toilet. it can be prescribed in low doses for regular use over a long period of time. laxatives are used to treat constipation and help you to poo. there are different types of laxatives: laxatives are available over-the-counter, at the pharmacy without a prescription.",Bowel incontinence,
"pation and help you to poo. there are different types of laxatives: laxatives are available over-the-counter, at the pharmacy without a prescription. the pharmacist can help you choose the right one for you. you can also get them from supermarkets. enemas or rectal irrigation are used when your poo won’t come out easily (this is sometimes called faecal impaction). a minienema (a squeeze of foam), a suppository (a small solid medication which goes in your bottom), or water irrigation is used to remove the poo. a healthcare professional would advise you on what to do. surgery is usually only needed in rare cases. there are different types of surgery depending on your symptoms. you would be referred to a colorectal surgeon who would explain your options and answer any questions you may have. a colostomy is usually only recommended if other medical and surgical treatments are unsuccessful.",Bowel incontinence,
"our options and answer any questions you may have. a colostomy is usually only recommended if other medical and surgical treatments are unsuccessful. there are also ways of managing your symptoms of bowel incontinence. incontinence products (like pads) aren’t a treatment for incontinence. however, you might find them helpful day-to-day while you’re waiting for assessment or for a treatment to take effect. these products may help you feel more confident during everyday activities, like socialising or exercising. your local nhs continence service can offer help and advice about continence products. you don’t usually need a referral from your gp to make an appointment. you can also buy these products from pharmacies or online. these plugs are made of foam or silicone and are inserted in to your anus (bottom) in a similar way to a tampon. they create a barrier and stop any leaks.",Bowel incontinence,
"plugs are made of foam or silicone and are inserted in to your anus (bottom) in a similar way to a tampon. they create a barrier and stop any leaks. your local nhs continence service can give you advice about how to use these and where to get them. wear trousers or skirts that are easy to undo and have elasticated waistbands rather than buttons. disability rights uk offers access to 9,000 disabled toilets around the uk with a radar nks key. the key costs £5.00 and is only sold to people who need use of toilet facilities due to a disability or health condition. source: scottish government last updated: 19 may 2026",Bowel incontinence,
"bowel polyps are small growths on the inner lining of the colon (large bowel) or rectum. they are common, affecting 15% to 20% of the uk population, and don’t usually cause symptoms. polyps are usually less than 1cm in size, although they can grow up to several centimetres. there are various forms: bowel polyps are not usually cancerous, although if they’re discovered they’ll need to be removed, as some will eventually turn into cancer if left untreated. some people just develop one polyp, while others may have a few. they tend to occur in people over the age of 60. bowel polyps are caused by an abnormal production of cells. the lining of the bowel constantly renews itself, and a faulty gene can cause the cells in the bowel lining to grow more quickly. there may be a family tendency towards developing bowel polyps or bowel cancer.",Bowel polyps,
"ty gene can cause the cells in the bowel lining to grow more quickly. there may be a family tendency towards developing bowel polyps or bowel cancer. most people with polyps won’t be aware of them as they produce no symptoms and are often discovered by accident. however, some larger polyps can cause: bowel polyps are usually found as a result of a bowel investigation for another reason, such as a sigmoidoscopy (examination of the last part of the bowel) or during screening for bowel cancer. if polyps are found, a colonoscopy or ct colonography is needed to view the whole of the large bowel and remove any polyps. there are several methods for treating polyps, but the most common procedure involves snaring the polyp during a colonoscopy. snaring is like cutting the polyp off with cheese wire and is painless.",Bowel polyps,
"ut the most common procedure involves snaring the polyp during a colonoscopy. snaring is like cutting the polyp off with cheese wire and is painless. both of the above methods involve passing a flexible instrument called a colonoscope through your bottom and up into your bowel. the colonoscope has a wire with an electric current to either cauterise (burn off) or snare the polyp. in rare cases, polyps may need to be treated by surgically removing part of the bowel. this is usually only done when the polyp has some cell changes or is particularly large. after the polyp or polyps have been removed, they are sent to specialists in a laboratory, who will inform your consultant if: if there is a cancerous change in the polyp, you may need further treatment (depending on the degree and extent of change). your specialist will be able to advise you on this. some people will need further colonoscopies because polyps can recur. polyps can sometimes run in families.",Bowel polyps,
"be able to advise you on this. some people will need further colonoscopies because polyps can recur. polyps can sometimes run in families. this is uncommon, but means you’ll need colonoscopy checks at regular intervals. you might be asked to have repeat examinations at intervals of around 3 to 5 years to catch any further polyps that may develop and potentially turn into bowel cancer. source: nhs 24 last updated: 30 april 2026",Bowel polyps,
"bow legs mean that there is a gap between the knees when the ankles are pressed together. knock knees are present when there is a gap between the ankle bones when the knees are pressed together. in most children, its normal to have bow legs and knock-knees as they are growing. all children are born with bow-legs and these are usually present until about the age of 2. after this they become knock-kneed. the degree of knock-knee is most obvious between ages of 3 to 4. the legs then gradually straighten reaching an adult shape by the age of 10 to 12. toddlers learning to walk often have their feet further apart for support. this can also make the legs appear more bowed. if your child is above a healthy weight they are more likely to look knocked kneed. making sure your child follows the recommended activity guidelines will help your child maintain a healthy weight.",Bow legs and knock knees in children and young people,
"more likely to look knocked kneed. making sure your child follows the recommended activity guidelines will help your child maintain a healthy weight. children with loose ligaments stretch their knee joints. this can often make their knee shape appear worse. the majority of children with bow legs or knock knees don’t need treatment. the shape of their legs will change as they grow and develop. your child doesn’t need special exercises or to have physiotherapy. they also don’t need leg braces. occasionally, where there is an underlying cause, this may need further assessment. source: nhs 24 cyp msk clinical advisory group last updated: 06 august 2026",Bow legs and knock knees in children and young people,
"brain stem death is when a person no longer has any brain stem function. when someone loses their brain stem function permanently, medical professionals will confirm they’re dead. the brain stem is the lower part of the brain that’s connected to the spinal cord. it’s needed for the brain’s core functions, like consciousness, awareness, breathing and movement. once the brain stem has stopped functioning, there’s no way of reversing it. the person will not be able to regain consciousness or recover. you might have heard the term ‘brain dead’. this refers to brain stem death. in some circumstances, it’s possible to keep a person’s heart beating after brain stem death. this is done by keeping the patient on a machine called a ventilator, which breathes for them. even if someone is on a ventilator, there’s no way of reversing brain stem death. their heart will eventually stop beating.",Brain stem death,
"which breathes for them. even if someone is on a ventilator, there’s no way of reversing brain stem death. their heart will eventually stop beating. brain death can occur when the blood and/or oxygen supply to the brain is stopped. this can be caused by: there are a number of criteria for diagnosing brain stem death. a patient: before testing for brain stem death, two senior doctors must carry out a series of checks. this process makes sure that the signs of brain stem death aren’t being caused by other factors, like: once these factors have been ruled out, tests are carried out to confirm brain death. the diagnosis of brain death also has to be made by two senior doctors. the doctors will explain the tests to you. you will be kept informed about your loved one’s condition at all times. the two doctors will run a series of tests.",Brain stem death,
"you will be kept informed about your loved one’s condition at all times. the two doctors will run a series of tests. they both have to agree on the results for a diagnosis of brain death to be confirmed. the tests are carried out twice to minimise any chance of error. the tests used to determine whether brain stem death has occurred are: brain death will only be diagnosed if a person does not respond to all of these tests. occasionally, a person’s limbs or torso (the upper part of the body) may move after brain stem death has been diagnosed. these are spinal reflex movements generated by the spinal cord, and don’t involve the brain at all. they’ll not affect a diagnosis of brain stem death. once brain stem death is diagnosed, even though the patient’s heart is still beating, they are legally dead. at this point the medical professionals will discuss next steps with a patient’s loved ones.",Brain stem death,
"patient’s heart is still beating, they are legally dead. at this point the medical professionals will discuss next steps with a patient’s loved ones. this can include discussing potential organ donation, or other things that are important for end-of-life care for the patient. after brain death has occurred, it may be possible for the person’s organs and tissue to be used for organ donation. this can often save or improve the lives of others. further information about organ and tissue donation source: nhs 24 last updated: 11 april 2025",Brain stem death,
"a primary brain tumour is a tumour that starts in the brain. the brain controls how we think, feel, learn and move. it also controls other important things in the body, like breathing and heart rate. the brain is protected by the skull. macmillan cancer support have separate information about tumours that start somewhere else in the body and spread to the brain. these are called secondary brain tumours or brain metastases. brain tumours can also affect children. the children’s cancer and leukaemia group has more information on caring for children with cancer, including brain tumours. the the brain tumour charity also has information about brain tumours in children. there are many different types of brain tumour. more than half of primary brain tumours are gliomas. these tumours are made up of cells that look similar to cells called glial cells. glial cells are the supporting cells in the brain and spinal cord.",Brain tumours,
these tumours are made up of cells that look similar to cells called glial cells. glial cells are the supporting cells in the brain and spinal cord. the most common type of glioma is an astrocytoma. macmillan cancer support have more information about gliomas and other types of brain tumour. source: macmillan cancer support last updated: 16 february 2026,Brain tumours,
"each year, about 55,000 women are diagnosed with breast cancer in the uk. it’s more common in women over 50, but it can also affect younger women. in this cancer explained video, ‬dr aziza sisay is joined by dr hayley mckenzie. they take an in-depth look at breast cancer, covering how it’s diagnosed, tested and treated. breast cancer can be invasive or non-invasive (in-situ). when people talk about breast cancer, they usually mean invasive breast cancer. this is when cancer cells have spread outside the milk ducts or lobules in the breasts where they started, into surrounding breast tissue. people who have breasts include women, transgender (trans) men and people assigned female at birth. macmillan cancer support has information about non-invasive breast cancer called ductal carcinoma in situ (dcis).it’s the earliest possible form of breast cancer and is usually found during routine breast screening. breast cancer in men is rare.",Breast cancer in women,
a in situ (dcis).it’s the earliest possible form of breast cancer and is usually found during routine breast screening. breast cancer in men is rare. read more information for men with breast cancer. macmillan cancer support have more information if you’re lgbtq+ and living with cancer. there are different types of breast cancer. knowing the type you have helps your doctors decide on the best treatment for you. source: macmillan cancer support last updated: 16 february 2026,Breast cancer in women,
"breast cancer in men is rare. each year, about 375 men are diagnosed with breast cancer in the uk. breast cancer can develop in the small amount of breast tissue behind the nipples. in this video, clinical oncologist, bernadette lavery, talks you through: this content has been written for men, transgender (trans) women and people assigned male at birth. there are different types of breast cancer. knowing the type of cancer you have helps the doctors plan the best treatment for you. most breast cancers in men are invasive. this means the cancer cells have spread outside the lining of the ducts of the breast and into surrounding breast tissue. there are different types of invasive breast cancer. no special type is when cancer cells are examined under the microscope and they have no specific features. they’re called breast cancer of ‘no special type’ (nst) or ‘not otherwise specified’ (nos).",Breast cancer in men,
"under the microscope and they have no specific features. they’re called breast cancer of ‘no special type’ (nst) or ‘not otherwise specified’ (nos). it’s also called invasive ductal carcinoma. it’s the most common type of breast cancer. about 7 to 8 out of 10 of all breast cancers (70 to 80%) are this type. some breast cancer cells have features that identify them as a specific type of breast cancer. these are called ‘special type’ breast cancers. they’re named depending on how the cells look under a microscope. the types include: there are other types of invasive breast cancer. these are very rare in men. invasive lobular breast cancer is rare in men. this is because they have very few, if any, lobules in their breasts. inflammatory breast cancer is when cancer cells grow along and block the tiny channels (lymph vessels) in the skin of the breast.",Breast cancer in men,
"tory breast cancer] inflammatory breast cancer is when cancer cells grow along and block the tiny channels (lymph vessels) in the skin of the breast. the breast then becomes inflamed and swollen. inflammatory breast cancer is rare. paget’s disease of the breast is a condition that causes a scaly rash (like eczema) on the skin of the nipple. paget’s disease is rare in men. ductal carcinoma in situ (dcis) is the earliest form of breast cancer. in dcis, there are abnormal cells in the ducts of the breast, but these cells are contained (in situ). they have not spread into normal breast tissue. dcis is much less common in men. less than 1 in 10 breast cancers in men (10%) are dcis. if you would like more information about any type of breast cancer, you can phone the macmillan support line for free on 0808 808 0000. source: macmillan cancer support last updated: 06 february 2026",Breast cancer in men,
"breathing problems in children can happen for a number of reasons. some causes are mild and will usually clear up by themselves. others can be more serious and require treatment from a healthcare professional. it can be extremely worrying if your child is wheezing or showing signs of difficulty breathing. it’s important to always use your instinct. if your child appears well and their breathing problems improve after a short period of time, there is normally no need to worry. common symptoms of breathing problems in children include: your child: your child: if your gp practice is closed, phone 111. it can be distressing when you think your child is showing signs that they’re working harder to breathe.",Breathing problems in children,
